table,module,informant,disorder,status,variable,session_id,ksads_version,n_present,n_absent,n_branchskip_888,n_notadmin_555,n_nan,n_total,pct_administered
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-01A,1.0,0,0,0,0,11083,11083,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-03A,2.0,4,9986,0,0,6,9996,99.9
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-04A,2.0,5,8395,0,0,0,8400,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-06A,2.0,9,9275,0,0,0,9284,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__fullrem_dx,ses-07A,2.0,5,8316,0,0,0,8321,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-01A,1.0,0,0,0,0,11083,11083,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-03A,2.0,34,9956,0,0,6,9996,99.9
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-04A,2.0,45,8355,0,0,0,8400,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-06A,2.0,55,9229,0,0,0,9284,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__oth_dx,ses-07A,2.0,63,8258,0,0,0,8321,100.0
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-00A,1.0,136,11569,0,0,14,11719,99.9
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-01A,1.0,91,10983,0,0,9,11083,99.9
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-02A,1.0,87,10652,0,0,4,10743,100.0
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-03A,2.0,517,9473,0,0,6,9996,99.9
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-04A,2.0,276,8124,0,0,0,8400,100.0
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-06A,2.0,309,8975,0,0,0,9284,100.0
mh_p_ksads__adhd,adhd,parent,,partial_remission,mh_p_ksads__adhd__partrem_dx,ses-07A,2.0,313,8008,0,0,0,8321,100.0
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-00A,1.0,848,10857,0,0,14,11719,99.9
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-01A,1.0,982,10092,0,0,9,11083,99.9
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-02A,1.0,725,10014,0,0,4,10743,100.0
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-03A,2.0,45,9945,0,0,6,9996,99.9
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-04A,2.0,37,8363,0,0,0,8400,100.0
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-06A,2.0,57,9227,0,0,0,9284,100.0
mh_p_ksads__adhd,adhd,parent,,past,mh_p_ksads__adhd__past_dx,ses-07A,2.0,64,8257,0,0,0,8321,100.0
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-00A,1.0,863,10842,0,0,14,11719,99.9
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-01A,1.0,938,10136,0,0,9,11083,99.9
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-02A,1.0,602,10137,0,0,4,10743,100.0
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-03A,2.0,557,9433,0,0,6,9996,99.9
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-04A,2.0,440,7960,0,0,0,8400,100.0
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-06A,2.0,451,8833,0,0,0,9284,100.0
mh_p_ksads__adhd,adhd,parent,,present,mh_p_ksads__adhd__pres_dx,ses-07A,2.0,418,7903,0,0,0,8321,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-00A,1.0,60,11645,0,0,14,11719,99.9
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-01A,1.0,47,11027,0,0,9,11083,99.9
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-02A,1.0,34,10705,0,0,4,10743,100.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-03A,2.0,0,0,0,0,9996,9996,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__adhd,adhd,parent,,unknown,mh_p_ksads__adhd__unspec_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-00A,1.0,0,11705,0,0,4,11709,100.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-02A,1.0,0,10739,0,0,4,10743,100.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-04A,2.0,11,8389,0,0,0,8400,100.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-06A,2.0,9,9275,0,0,0,9284,100.0
mh_p_ksads__agor,agor,parent,,unknown,mh_p_ksads__agor__oth_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-00A,1.0,31,11674,0,0,4,11709,100.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-02A,1.0,81,10658,0,0,4,10743,100.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-04A,2.0,80,8320,0,0,0,8400,100.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-06A,2.0,135,9149,0,0,0,9284,100.0
mh_p_ksads__agor,agor,parent,,past,mh_p_ksads__agor__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-00A,1.0,14,11691,0,0,4,11709,100.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-02A,1.0,99,10640,0,0,4,10743,100.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-04A,2.0,117,8283,0,0,0,8400,100.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-06A,2.0,104,9180,0,0,0,9284,100.0
mh_p_ksads__agor,agor,parent,,present,mh_p_ksads__agor__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-00A,1.0,3239,8466,0,0,14,11719,99.9
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-02A,1.0,2233,8506,0,0,4,10743,100.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-04A,2.0,141,8259,0,0,0,8400,100.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd__oth_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__asd,asd,parent,,unknown,mh_p_ksads__asd_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-04A,2.0,2,8398,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-06A,2.0,9,9275,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,partial_remission,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-00A,1.0,12,11693,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-02A,1.0,10,10729,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-06A,2.0,2,9282,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curdep,present,mh_p_ksads__bpd__bpd1__curdep__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-00A,1.0,1,11704,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-02A,1.0,1,10738,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-03A,2.0,0,0,0,0,9990,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curhypo,present,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-00A,1.0,17,11688,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-02A,1.0,2,10737,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-06A,2.0,0,9284,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__curmanic,present,mh_p_ksads__bpd__bpd1__curmanic__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-00A,1.0,21,11684,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-02A,1.0,11,10728,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-03A,2.0,0,0,0,0,9990,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__dep,present,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-00A,1.0,300,11405,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-02A,1.0,134,10605,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-03A,2.0,0,0,0,0,9990,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manic,present,mh_p_ksads__bpd__bpd1__rcnt__manic__pres_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-04A,2.0,8,8392,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-06A,2.0,11,9273,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd1__rcnt__manicmix,present,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-06A,2.0,0,9284,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,partial_remission,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-00A,1.0,7,11698,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-02A,1.0,13,10726,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-06A,2.0,0,9284,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curdep,present,mh_p_ksads__bpd__bpd2__curdep__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-00A,1.0,0,11705,0,0,14,11719,99.9
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-02A,1.0,1,10738,0,0,4,10743,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-04A,2.0,0,8400,0,0,0,8400,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-06A,2.0,0,9284,0,0,0,9284,100.0
mh_p_ksads__bpd,bpd,parent,bpd2__curhypo,present,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__oth,unknown,mh_p_ksads__bpd__bpd2__oth__mindur_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__oth,unknown,mh_p_ksads__bpd__bpd2__oth__mindur_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__oth,unknown,mh_p_ksads__bpd__bpd2__oth__mindur_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__oth,unknown,mh_p_ksads__bpd__bpd2__oth__mindur_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__bpd,bpd,parent,bpd2__oth,unknown,mh_p_ksads__bpd__bpd2__oth__mindur_dx,ses-04A,2.0,6,8394,0,0,0,8400,100.0
